30,30,30,30,30,30,30,30,30,30,20,55,35,35,35,53,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,20,55,35,35,35,53,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,20,55,35,35,35,53,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
38,38,38,38,38,38,38,38,38,38,20,55,35,35,35,53,18,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
27,27,27,27,27,27,27,27,27,27,28,55,35,35,35,53,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
12,54,54,54,54,54,54,54,54,54,54,55,35,35,35,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,10
31,54,54,54,54,54,54,54,54,54,54,55,35,35,35,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,29
31,54,54,54,54,54,54,54,54,54,54,55,35,35,35,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,29
31,54,54,54,54,54,54,54,54,54,54,55,35,35,35,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,29
31,54,54,54,54,54,54,54,54,54,54,55,35,35,35,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,29
31,54,42,62,62,62,62,62,62,62,62,63,35,35,35,61,62,62,62,62,62,62,62,62,62,62,62,62,44,54,54,29
31,54,50,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,52,54,54,29
31,54,50,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,52,54,54,29
31,54,50,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,52,54,54,29
31,54,50,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,52,54,54,29
31,54,50,35,17,2,2,2,3,35,35,35,35,35,35,35,9,2,2,2,2,2,2,2,2,1,35,35,52,54,54,29
31,54,50,35,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,5,6,7,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,13,14,15,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,21,22,23,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,35,32,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,40,40,40,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,16,35,35,52,54,54,29
31,54,50,35,25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,35,35,52,54,54,29
31,54,50,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,52,54,54,29
31,54,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,54,54,29
30,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
